Tweet,Username,Date
Former Pinoy Big Brother housemates Bianca Gonzales and Robi Domingo take the stage to host the program. #Halalan2022 | @ABSCBNNews,josiahvantonio,5/7/2022
"Ang daming praning na mga pinoy, suportahan niyo nalang kandidato niyo. Wag niyo ng pakyalaman yung iba😂😂 nakakastroke ang sobrang inggit ang init pa naman ngayon😬 #VotePH#halalan2022",yourtradngbuddy,5/7/2022
"Listen to Ehemplo: Mga Awitin ng Bagong Pinoy in YouTube Music https://music.youtube.com/playlist?list=OLAK5uy_nlcU9EEfYrkxFGESx2CjgajrYHRhhNI4Y&feature=share
🙏🇵🇭 #jmm #jesuitmusic #Halalan2022",JesuitMusicPH,5/6/2022
Heartbreaking that independent pollsters have to waste precious time defending their methodology to clout-chasing influencer-academics. Pinoy academics as a whole will be more easily smeared by disinfo actors after these events. #Halalan2022 #Eleksyon2022 #phvote,jonathan_c_ong,5/4/2022
"mahalagang paalala mula sa linya ng mikhaiah sa 'Kabataang Pinoy' —kaya bilang isang Kabataang Pilipino at BINI stan, nangangako ako na ipaglaban ang nararapat sa lahat at tamang gagawin sa pagpili ng karapat-dapatBAYAN, PUMILI KA AT TUMINDIG!#BINI @bini_members#Halalan2022",homiesbini,5/2/2022
"Sa hinaharap, ayokong sabihing ipinagpalit ng mga Pinoy ang kasaysayan sa mga kwento ng Tallano gold, Nostradamus, at maling katotohanan. 😓Katotohanan, kalayaan, at katarungan naman sana ulit ang manalo ngayon 🙏🏼#ipana7ona10toparasalahat #LeniKiko2022 #Halalan2022",tgi_froiday,5/7/2022
"May nakasabay kami na mga Pinoy sa bus! Hubby and I wearing our Leni shirts. kinilig kami, kakampink din! Hahaha ang batian namin “Hi, sabay L sign!” #LeniKikoAllTheWay2022 #ofw #Halalan2022",hahpinesses,5/7/2022
"Ph peso purchasing power will become weaker next week if Pinoy electorates vote UNWISELY. Some foreign employers warned of pulling out their BPO firms if bbm win! 😢May God guide us & grant us this #Halalan2022 TRIUMPH for the Phils. & the Fils. come May 09. 🙏🙏🙏",SnowflakesRacer,5/4/2022
"Survey results are either surveyors are veveem supporters, same respondents every survey, commisioned for mind conditioning either to uplift jr ego or his wish...or all of the above. Hays, this is Pinoy politics. Kelan ka kaya maging critical & realistic voter? #Halalan2022",pitchy_a42,5/2/2022
TINDIG MGA PINOY!! LABAN PARA SA BAYAN! #Halalan2022 #10RobredoForPresident #7KikoPangilinanVicePresident #Ipana7oNa10ParaSaLahat 💗💖💚🌷,khskn_s,5/7/2022
"ang tanung k vergerre duque galvezSA MATAGALAN NYONG FAILURE TO KEEP SAFE MGA PINOY since Dec 2019,sulit ba buwis namin sa P100K plus monthly pay nyo with libreng kotse gas tauhan security opisina at allowance?Padayon ang #kupit19 #plundermic #veerusngdavao #halalan2022",junjuna15,5/1/2022
While Pinoy are branded as slaves abroad. PBA Players at Sports minded people. I know that you are fair and not corrupt. Always remember na si Manny ang ngbibigay karangalan sa atin. #manny #sports #pba #ofw #halalan2022 #politics,jbiadog,5/2/2022
Former Pinoy Big Brother housemates Bianca Gonzales and Robi Domingo take the stage to host the program. #Halalan2022 | @ABSCBNNews,josiahvantonio,5/7/2022
"Ang daming praning na mga pinoy, suportahan niyo nalang kandidato niyo. Wag niyo ng pakyalaman yung iba😂😂 nakakastroke ang sobrang inggit ang init pa naman ngayon😬 #VotePH#halalan2022",yourtradngbuddy,5/7/2022
"Ilang Pinoy sa New Zealand ang di pa rin nakatatanggap ng kanilang balota ilang araw bago matapos ang overseas voting. Pinabulaan naman ng Embahada na kulang ang mga pangalan ng mga kandidato sa mga balota.Nagpapatrol, Seresa Lapaz #TFCNews #Halalan2022https://youtu.be/Xnl5X7ULjpA",TFCNewsNow,5/7/2022
Ilang Pinoy sa Taiwan hindi pa nakatatanggap ng postal ballots #Halalan2022,DZMMTeleRadyo,5/7/2022
Pangako ni Partido Lakas ng Masa standard bearer Leody de Guzman na mararamdaman ng manggagawang Pinoy ang pag-unlad ng ekonomiya sakaling maupo siya sa Malacañang. #Halalan2022,TVPatrol,4/30/2022
"Delikado talaga ang pinas pag nanalo anak nito,,babawiin nya yung ilang dekada na hindi sya nakapag nakaw sa kaban ng bayan,,vote wisely!#Halalan2022",JaneXjin,5/4/2022
"10 DAYS LEFT BEFORE E-DAY. 🇵🇭Please be reminded of the step-by-step voting process according to the COMELEC guidelines. #NLE2022#Halalan2022#BumotoKa",MustardDigital_,4/29/2022
"Done voting. Thank you Philippine Embassy @DFAPHLfor the very smooth and organised voting process.I voted for you Senators @WinGatchalian74@senatorjoelv@SayChiz@loren_legarda@migzzubiri#vote #halalan2022",sjespiritu,4/30/2022
"LOOK: Comelec confident of smooth voting process!STORY: https://bit.ly/39EdwHc#FlyingKetchup #Halalan2022",FlyingKetchup,5/5/2022
"7 days before #Halalan2022 #Eleksyon2022 Towards a Safe Democratic Electoral Process, LENTE reminds the voters and the general public to observe the health and safety protocols. The last thing we want is a Covid-19 outbreak.",lente_ph,5/2/2022
"Our family will have a meeting on Sun to prep for #Halalan2022 Ganito kami sa pamilya para bantayan ang aming boto, we'll make sure our voting process won't be interrupted. Walang ibang pwedeng humawak ng balota, ATIN ang BOTO at PARA SA BAYAN!#KulayRosasAngBukas#Ipana7oNa10to",SelingNgPinas,5/5/2022
"""Good or bad governance? The future of our nation lies in our votes. Last seven days before #Halalan2022. Are you a first-time voter? Learn more about the step-by-step process of voting: https://bit.ly/HowToVoteWithTee",theAdAstra,5/2/2022
WATCH: Crowd in 'Barako Para Kay Leni-Kiko' sing 'Rosas' in unison. #Halalan2022 @ABSCBNNews,JervisManahan,5/1/2022
"Various chorales from all over the country united to perform ""Rosas""– an inspirational song from VP @lenirobredo's campaign.#Halalan2022 @ABSCBNNews",JervisManahan,4/29/2022
"i made an Ilocano short cover of 'Rosas' 🥺🌷#AwanTiSolidNorth #LeniKiko2022 #LeniKikoAllTheWay2022 #Halalan2022",CYuwontletgo,4/30/2022
"7 days to go. i hope everyone of age exercises their right to vote. we have the power to change the Philippines for the better. also, here’s a reminder na doon tayo sa kulay rosas, hindi sa dapat i-posas.#Halalan2022 #KulayRosasAngBukas #IpanaloNa10To",hqrptetsukuroo,5/2/2022
"KULAY ROSAS ANG BAHAGHARING BUKAS!As #Halalan2022 draws nearer, we are about to usher in a new set of officials to lead our communities and the country.",uplipadofficial,5/6/2022
"Simultaneous final testing and sealing of vote-counting machines for Marawi City in Amai Pakpak Elementary School.There will be 33 polling places in the city for #Halalan2022",jeffcanoy,5/5/2022
Kulay Rosas Ang Bukas 🌸 💞 #LeniKikoAllTheWay2022 #LeniKiko2022 #Halalan2022 #ArianatorsForLeni #ArianatorsIsPink https://twitter.com/AnalynMuko/status/1521076525411409920/video/1,arianators_phi,5/3/2022
"As someone serving as an Electoral Board this coming election, we use batteries for vote counting machines (VCM) if ever there'll be a power interruption. Hindi po magshushutdown hanggat hindi po kami nakapagtransmit. #Halalan2022",armiieeeee,5/5/2022
"LOOK: Members of Electoral Board travel by sea to transport vote counting machines in far-flung communities in Abuyog, Leyte as roads were heavily damaged by massive landslide last April🎥COMELEC Abuyog | via @josepcarretero#Halalan2022",ABSCBNNews,5/6/2022
"LOOK: Final testing and sealing of vote counting machines being done at Tenement Elementary School in Taguig. This is one of the schools with most number of voters. | via @jekkipascual#Halalan2022",ABSCBNNews,5/4/2022
"Final testing and sealing of the vote-counting machines at San Juan Elementary School are ongoing today.
#Halalan2022 #May #Philippines",BayanihanToday,5/3/2022
"Kulay rosas ang bukas 🎀🇵🇭#LeniKiko2022 #LetLeniLead #Halalan2022",MichelleEalaMD,5/5/2022
"G-Dragon reminding us Filipino citizens that we have the power to choose our future through #Halalan2022 : Peace or Chaos? Finger heart or peace sign? Pink or Red? Rosas or Posas? Charot lang. Pero tara, #Ipana10NatinParaSaLahat",blinkblankbloom,5/3/2022
"I only can speak my heart here and yes she may not be perfect for everyone but at least she's trying to make the most out of the power given to her by the people.Kulay Rosas and Bukas 🌸#LeniKiko2022#Halalan2022",ShanCole08,5/4/2022
"10 sample ballots were shaded. Some had 'undervotes' and 'overvotes' to see if the vote counting machine can detect the errors. The machines correctly identified them. | via @jekkipascual#Halalan2022",ABSCBNNews,5/4/2022
"Tara, samahan ninyo kami na kulayan ng Rosas ang ating Kinabukasan! #LetLeniKikoLead #KulayRosaAngBukas #SaGobyernongTapatAngatBuhayLahat #LeniKikoAllTheWay2022 #LeniKiko2022 #VoteWisely #Halalan2022",_ysjkhty,5/4/2022
Sampung vote counting machines sa Batangas ang kinailangang palitan matapos magkaaberya sa final testing and sealing. #Halalan2022,TVPatrol,5/4/2022
"Isang linggo bago ang #Halalan2022, lumabas ang ilang aberya sa mga vote counting machines matapos umarangkada ang final testing at sealing ng mga ito.",TVPatrol,5/3/2022
"Salamat sa inyo mga Kapatid na naninindigan para sa pinapangarap nating Kulay Rosas na Bukas! 👏💪🌸✊🇵🇭#KakampINC #AngatBuhayPilipino #Halalan2022 https://twitter.com/chromaticccaaa/status/1521469284106780673",itsmeroa23,5/4/2022
"Boboto para sa PILIPINAS 🇵🇭 at Kulay Rosas na Bukas 🌸💕#Ipanalona10to #LetleniLead #Halalan2022",WinstonBalmeo_,5/5/2022
"Iyak nanaman ba ako? Nagsisimula pa lang eh.ROSAS sung in the sunset. enebe.#BatangasForLeniKiko #BatangasIsPink #BarakoParaKayLeniKiko #Halalan2022",tin_xls,4/30/2022
Ok .. bonus nalang talaga if finally magduet na si #sarahgeronimo and #reginevelasquez ng #Rosas for tomorrow’s video #Ipana7oNa10ParaSaLahat #ayala #LeniKiko2022 #Halalan2022 #TropangAngatAllTheWay #GobyernongTapatAngatBuhayAngLahat,FckTitoQC,5/6/2022
"rosas is a bop :3#letlenilead #labanleni#labanleni2022 #halalan2022",gkweb3,5/4/2022
"will be voting for the first time this #Halalan2022 on May 9th!!and as a student leader, MY VOTE is for leni robredo and kiko pangilinan as my president and VP 🌷 for my future and my family’s. at para sa kulay rosas na kinabukasan natin, Pilipinas 🇵🇭#LeniKikoAllTheWay2022",everydayrobsten,5/4/2022
"Limang araw bago ang Halalan 2022, at ngayon na mas tumitindi ang laban. Hindi laban sa pagitan ng kampo ng Rosas at Pula, kundi laban sa pagitan ng prinsipyo at pagka-Pilipino. Iboto ang tapat, mahusay, may puso, at ang pangulong totoo sa salita at gawa.#Halalan2022",akoposiklein,5/4/2022
"GOOD MORNINGThis is a reminder that we hold the key to a better future. Isipin nyo yung impact ng magiging boto nyo sa May 9 sa loob ng ANIM na taon! Kaya sa May 9, let's choose the candidate na magbibigay sa atin ng kulay rosas na bukas!#LeniKikoAllTheWay2022#Halalan2022",engrejrbt,5/6/2022
"Comelec holds final testing, sealing of vote-counting machines for #Halalan2022",ABSCBNNews,5/4/2022
"Commission on Elections (COMELEC) Commissioner Marlon Casquejo on Thursday, May 5, assured that the number of defective vote counting machines (VCMs) found during final testing and sealing (FTS) is minimal.#PolitikoNews #Halalan2022https://politics.com.ph/up-for-replacement-comelec-finds-355-defective-vote-counting-machines/",Politiko_Ph,5/5/2022
"Day 86: Rosas 🌷Art, no matter the form, no matter the times, transcends through cultures. Art speaks a common language where it could only be understood as it makes its way to people’s hearts. 🗳💗🌷🇵🇭#LeniKikoAllTheWay2022 #Halalan2022",joyous002,5/4/2022
"Alam kong hindi mo naiintindihan ang mga nangyayari sa paligid. at hindi ko maipapangako ang kulay rosas na mundo para sa'yo, at hindi ko maiilawan ang lahat ng anino pero sisikapin ko.Pink Tongue ni @egonthebigol for #lenirobredo #LastPinkWednesday#dogsforleni#halalan2022",romzzjr,5/4/2022
"3 vote counting machines sa New York, gumagana na #Halalan2022",ABSCBNNews,5/4/2022
10 sample ballots were shaded. Some had 'undervotes' and 'overvotes' to see if the vote counting machine can detect the errors. The machines correctly identified them. #Halalan2022,jekkipascual,5/4/2022
"Kulay pula ang tunay na kulay ng rosas🌹SOLID BBM❤️-SARA💚🇵🇭UNITEAM❤️💚🥀#halalan2022 🇵🇭 @ Philippines",SexyHearty23,5/6/2022
"DEBATES or FORUMNS are important for voters to valuate each candidate's platform. It is also the opportunity for candidates to clarify the issue that being raised. #Halalan2022@francescatomg",333thrs,5/5/2022
"Done voting. Thank you Philippine Embassy @DFAPHLfor the very smooth and organised voting process.I voted for you Senators @WinGatchalian74@senatorjoelv@SayChiz@loren_legarda@migzzubiri#vote #halalan2022",sjespiritu,4/30/2022
"so i join a group podcast and the topic was about the #Halalan2022 then someone claiming na may foreign policy sha as part of his academic navigation, kay nag suggest & sabi pa talaga ng ""walang choice ang country kundi kalabanin ang china, because the ends of Int. Rel. is war""",novacorporal13,5/5/2022
Just got a sneak peek of the #Halalan2022 war room!!! The visit made me both excited and nervous!!! No pics yet; embargo on May 9th!!! FIVE DAYS TO GOOOOO,chasingrach,5/4/2022
"AGAIN even in debates, you can't use the bible as a defense because not everyone has the same religious beliefs or religions as you, There is separation of church and state for a reason. #Halalan2022",eulasteponmepls,5/5/2022
"for sure @ChelDioknois one of my senators this coming May 9. #Halalan2022",anditsmandy,5/4/2022
The supreme art of war is to subdue the enemy without fighting. #Halalan2022 #BabyM #KakampINC #BBMSARA2022,diwatamisa,5/4/2022
"Vote wisely please lang. May ilang araw ka pa. No to Trapo. No to magnanakaw. No to Sinungaling. Dun tayo sa competent at malinis ang track record. Ang choosy nyo nga sa pagjojowa tapos sa Presidente, Vp at senators joke time kayo pagpili. Umayos kayo pls lang. #Halalan2022",Jeeyyyy_,5/3/2022
"The battle continues but the war is already won. ❤️💚#Halalan2022",mark_mywordsPH,5/3/2022
"Catching up on social media- Political war, political anxiety, political crtitics, political parinigan. Sometimes it’s so hard to tell what’s fake news and what’s not. Hope this division ends soon. 🌈 #Halalan2022 #VoteWisely2022",tinatanjuatco,5/7/2022
"hahaha gandang pambungad sa umaga ni #cheldiokno.guys let's not forget him sa senators natin. like #LeniKiko2022, wag sayangin.#Halalan2022",PaoPaoPawikan,4/30/2022
We hope the killings end if Marcos wins. We talked to the “56 percent” today at the ground zero of #Duterte’s drug war. Respondents full of hope for a #Marcos presidency. #fieldwork #Halalan2022 #TheFilipinoVotes,NicoleCurato,5/2/2022
"I'm angry, why are Filipinos voting for celebrities for Senators? Putangina please anong logic? #Halalan2022",Carillo2022,5/2/2022
"[POLITICS]If undecided ka pa with your President and VP at hindi pa complete yung 12 senators mo, this is your sign!!! 🌺#LeniKiko2022 #Halalan2022 #Ipana7oNa10ParaSaLahat 🌸",hearteu_131,5/6/2022
yes yes war is the result of the unforthcoming relation w other countries and not as the first choice of action when misunderstandings come #HALALAN2022 https://twitter.com/i/spaces/1YqGopgEbOXJv,songhune,5/5/2022
"Please include Dr. @MinguitaPadillain your list of senators. We need new names. We need a doctor in the senate so we can strengthen our healthcare system in the country. #philippines #ph #Eleksyon2022 #Halalan2022",GleenMayer,4/29/2022
"After reading news articles, watching debates and interviews, researching their track records, and listening to the stories of the people they helped before, here are my preferred candidates for May 9th.Be part of history, Invoke the fifth! #Halalan2022",iroberticus,5/3/2022
"Let's vote for Jopet Sison, Carl Balita, Samira Gutoc and John Castriciones! 💙 Kung gusto po natin ng pagbabago, kailangan po natin ng mga bagong senators. 💙 #SwitchToIsko #BaGuCaSi #Presidente3Isko #Halalan2022",mxcachu,5/6/2022
How can not attending debates be a strategic move? How the hell can you get a job if you don't go through interviews #HALALAN2022,bY3gUy5h1LaDiEs,5/5/2022
"I'm not so active here lately bec it's high time to be more active on other sns & on the ground for #Halalan2022.As a scientist, I go by an evidence-based decision in choosing #LeniKiko2022.Pls do the same 🙏This isnt a war of colors,it's always been a matter of capability.",bangtannice7,5/5/2022
"at what point will you fellas wake up to the fact that they lied about the pandemic, free markets are needed, government size and spending needs to be reduced, the drug war is a farce... #Halalan2022",BongV,5/6/2022
"Confused ako saan nanggaling yung NATO & Philippines vs China. Can someone cite where that came from? Because yung naalala ko, she just compared the situation that happened with the Ukraine-Russo War and not necessarily waging war. #HALALAN2022",YOKKYURTIE,5/5/2022
"the fact that bongbong marcos is a marcos, part of the pork barrel scam, lacks educational attainment and do not show up on debates should be enough reason for you not to vote for him. #HALALAN2022",dochives,5/5/2022
debates will literally show you how fitted you are for the job as a president #HALALAN2022,SHlROIWA,5/5/2022
"Matatandaang si De Lima ay malaking kritiko ni Pangulong Rodrigo Duterte, higit lalo noong kasagsagan ng war on drugs at extrajudicial killings noong 2016.#Halalan2022#SIWALAT2022#SiyasatTungoSaPagkamulat#2MINDIG",2minDig,5/2/2022
"📣 SHABAY SHABAY 📣Ngayong #Halalan2022, ‘wag natin ibalik sa Malacañang ang mga no-show sa debates 😌💅🏼Deserve ng klima at mamamayang Pilipino ang maayos na mga plataporma! 🌱🌏✊🏻",YACAPhilippines,5/4/2022
"If BBM can't express his platform through debates, then why can't he provide it through his rally?#HALALAN2022",ace_kth,5/5/2022
how are we going to see how capable he is on facing the country's problems if he doesn't even attend the debates in the first place? what more if he leads the country? #HALALAN2022,SHlROIWA,5/5/2022
"I don't know if I'll be able to convince BBM supporters with this. I've been listening to twt spaces that's been floating around and war always comes up. Here's some food for thought.#Halalan2022 #IpanaloNa10ToParaSaLahat#BBMSaraUNITEAM",kachicactus,5/6/2022
"Here's hoping that our excitement and standards for #MissUniversePhilippines2022 will translate to #Halalan2022. We have high standards for beauty pageants but we don't apply them to people in leadership & power, e.g. Q&A is a defining portion. So should Presidential Debates.",ianlayuganx,4/30/2022
"Hindi lang si Chel ang dapat di sayangin. If LeniKiko wins they also need a good senatorial slate rn 3/24 senators lang ang most likely na papabor sa kanila. 2 of those three are not running only, Hontiveros is running for a seat in the senate this #Halalan2022 + https://twitter.com/smjyuns/status/1521865075899789312",Luv_Nikimura,5/4/2022
sorry but di talaga peaceful yung debates whether u like it or not! if high school students can sit and debate w each other—sometimes even ending up crying—why can't he? #halalan2022,ramyunzip,5/5/2022
"may platform nga si bbm, i've seen them. however, debates are his chance to tell those platforms to us, yung manggagaling sa bibig niya mismo #HALALAN2022",singyularities,5/5/2022
#HALALAN2022 same issues yung tinatanong kasi wala naman siyang nasasagot sa mga debates noon? and how can you separate personal issues ng kandidato to how we'll assess them eh that's encompassing their credibility and their competence as a future leader of a country?,potaetyong,5/5/2022
being a president is a job? so their debates will act as the “job interviews” so tama lang na kilitasin mismo ang mga kandidato in relation with their issues diba? #HALALAN2022,themiraclevivi,5/5/2022
@francescatomg I think speakers should give specific examples of what kind of questions in debates are asked multiple times. Para the audience can search and judge throughly kasi baka nga nasagot na nga ni BBM. #Halalan2022,JiminPochi,5/5/2022
"Round-the-clock renovation. Baka kayanin naman. Hahaha. Sana. Historically diba, ang gamit ay TVP studio + WAR room (studio 10 yata?). Pero sana maganda pa rin coverage ng @ABSCBNNewsfor #Halalan2022. :/",pmdrglj,5/3/2022
"ADD TO CART, SURE TO CHECKOUT?Days away from Election Day, let us all be reminded that we're not only hiring the next President and Vice President of the Republic. We're also going to ""shop"" for a new set of 12 senators.#Halalan2022",BieberExplorer,5/5/2022
what is this girl talking about? bbm had all the time in the world to prepare for shit so you argumenting that ppl his reputation was ruined because of the 2016 debates is so funny. public servant siya so dapat alam niya of all ppl. he had it coming so stfu #HALALAN2022,sailorjaemjen,5/5/2022
"Bakit kasi nag-iba pa kayo ng diskarte @COMELECsa Town Hall Debates nyo? Boring na nga nung unang 2 debates nyo tapos itong huli binago nyo pa ang format. Bakit hindi nyo na lang pinareho sa 2016 format ninyo? #Halalan2022 #Eleksyon2022",francis_medina_,4/29/2022
@francescatomg I’d like to address the divorce and abortion issue as well as the reason for avoiding debates and ambush interviews. Super short remarks. #HALALAN2022 https://twitter.com/i/spaces/1YqGopgEbOXJv,syltrltgtr,5/5/2022
lets say na strategic move yon coz dahil sa 2016 debates nabawasan ng supporters si marcos dahil sa pag kagisa sa kanya.. then how does it become a strategy?? it is to protect himself na hindi na magisa for this upcoming elections at hindi na mabawasan sup niya #HALALAN2022,chaeinluvv,5/5/2022
Myghad. Bring back the schools na talaga. May mga taong ayaw sa debates? Prepared daw? Degeneration ka ate #HALALAN2022,EvsInThailand,5/5/2022
"Hay.. Grabe ang #Halalan2022.. 😬😬 halo halo ang emotions ng mga tao... Basta ako meron na ko President at Vice President ☺️ at mga senatorsSa Local nmn Taga Pasig ako... Basic na .☺️☺️",lukringsilucy,5/5/2022
"anong strategic sa hindi pag-attend ng debates? going around in circles about issues? kaya ka nga aattend ng debate para i-defend sarili mo, hindi ba ibigsabihin ng hindi pag-attend sa debate is you’re guilty of what you’re charged of? #HALALAN2022",smileyrina,5/5/2022
Presidential surveys offer very little help to voters because they don’t reveal anything meaningful about the candidates. Voters should devote more effort studying the candidates’ speeches and interviews and review the forums and debates. #Halalan2022,mhyusingco,5/5/2022
"i agree with him, bbm talaga ako dati kaso he wasnt attending debates and for me debates is important to prove why kailangan ikaw ang piliin ng mga taong bayan ++ saka lang sya umattend sa debate nung smni na alam naman nating bias #HALALAN2022
https://twitter.com/i/spaces/1YqGopgEbOXJv",jjkkth045,5/5/2022
"It's final, Duterte says he will not endorse any presidential candidate days before #Halalan2022. He also urged his Cabinet members not to endorse any political bets as much as possible.""Wala akong kandidato sa pagkapresidente ngayon hanggang Disyembre,"" he says.",jobmanahan,5/3/2022
"#Halalan2022This is for the voters who are still undecided in choosing their Presidential Candidate. Now I will endorse my chosen President to you.So WHY ISKO?",Bany_Space,4/30/2022
"One day before election advice.Please do not wear any color shirts, i mean don't wear Red,Green,Pink, Blue or any color that represents your Presidential candidate color is.Be wise when it comes to your surroundings guys.And please vote wisely.#Halalan2022 #BBMSaraUNITEAM",_Jenny1208,5/7/2022
"WATCH: Presidential candidate Isko Moreno Domagoso comments on his decline in Pulse Asia’s April pre-election survey.Domagoso’s preference rating went down by 4 points from his rating in March.“They are entitled to their opinion… 4%? Talaga? Good luck to me.” #Halalan2022",ABSCBNNews,5/3/2022
"ate invisible dreamer, while it is completely understandable na sobrang nerve-racking ng debate, sobrang helpful rin niya kasi malalaman mo how someone, na gustong maging ""leader"" ng bansang to, can speak and gracefully answer questions under time pressure.#HALALAN2022",suhosubo,5/5/2022
"A week to go before #Halalan2022! Sharing with you my president, vice president, senatorial, and partylist bets. I hope you consider including them in your line up. Let's all put progressive people in seats! #IpanaloNa10ParaSaLahat! 🌷",cesreeldll,5/2/2022
"Bongbong Marcos, Mayor Sara Duterte, UniTeam senatorial bets, supporters raise the PH flag at end of Marcos’ speech in Visayas miting de avance in Guimbal, Iloilo, May 3. The flag is a steady symbol throughout the BBM-Sara UniTeam campaign. #Halalan2022",InaReformina,5/4/2022
"LOOK: Ferdinand “Bongbong” Marcos, Jr. still leads in the last Pulse Asia presidential preference survey administered from April 16 to 21, 2022. Sen. Manny Pacquiao replaced Manila Mayor Isko Moreno Domagoso in the third place. #Halalan2022",ANCALERTS,5/2/2022
"UniTeam and Partido Federal ng Pilipinas presidential bet, Ferdinand “Bongbong” Marcos, Jr., is invited guest of honor and speaker at TUCP town hall meeting in Quezon City today, ‘Labor Day.’
#Halalan2022",InaReformina,5/1/2022
Duterte insists anew he is not endorsing any presidential bet #Halalan2022,ABSCBNNews,5/6/2022
"Davao del Sur Governor Marc Cagas has publicly expressed his support for Vice President Leni Robredo’s presidential run. He joins the call for Gobyernong Tapat para Angat Buhay Lahat! 💖🇵🇭#IbotoNa10Pilipinas #AngatBuhayPilipino#Halalan2022",marvinterz,5/3/2022
"Presidential bet Bongbong Marcos says during the town hall meeting of the TUCP on Sunday that labor protection is important in his platform for the sector, which includes security of tenure and safe workplace conditions. #Halalan2022 | via @InaReformina",ANCALERTS,5/1/2022
"The camps and some hard-core supporters of the two leading presidential candidates for #Halalan2022, sad to say are doing disinformation and misinformation to outsmart each other, as well as to help win the elections, and to deceive the people into believing either of them, aside",JamesVelinaLXIX,4/30/2022
"LOOK: The UP-versus-Ateneo audience wears pink in support of the #Halalan2022 candidacies of presidential bet Leni Robredo and her running mate Sen. Francis Pangilinan.Photos by Ivy Ferrer#UPFight#AtinTo",tinigngplaridel,5/1/2022
"I share the concerns of Pasig City Mayor @VicoSotto. And therefore as a non-partisan person, my advice all supporters of all presidential candidates for #Halalan2022, campaign for them if you want, which includes convincing other people to support and vote for such candidates.",JamesVelinaLXIX,5/4/2022
"With 8 days to go until #Halalan2022, presidential survey frontrunner, Ferdinand ""Bongbong"" Marcos, Jr., releases his latest MTV/VTR showcasing world-famous PH destinations, to the tune of his main campaign theme, 'Umagang Kay Ganda,' sang in different dialects.",InaReformina,5/1/2022
"Vice Presidential bet Rizalito David openly endorses VP @lenirobredoand @sotto_titofor #Halalan2022 David appeals to voters to support the Le-Ti tandem infront of his running mate, Dr Jose Montemayor.",sherieanntorres,5/6/2022
"When you're backing a presidential candidate who thought jumping off a stage was a good idea to do in the campaign... Then yeah, it's time to switch to the more mature and more sensible choice. #LeniKiko2022 #Halalan2022 https://t.co/QI7R5yArwn",DetectiveMask,4/30/2022
"Disinformation, Trolls, and Bong Bong Marcos in the 2022 Philippine Presidential Election – Troll Exposer #MarcosMagnanakaw
#MarcosSinungaling #Halalan2022 https://trollexposer.com/disinformation-trolls-and-bbm/",_rainbowfighter,5/4/2022
still undecided sa senatorial list 😪 #Halalan2022,incelubat,5/2/2022
"This day better end with a big counter attack by the VP Leni camp towards Marcos.Because if they never even planned anything ahead for Marcos's completely expected rejection of the debate challenge, why even bother challenging him?#Halalan2022 #LeniKiko2022",DetectiveMask,4/29/2022
"Senatorial bet Bong Labog, who also endorses Robredo and Pangilinan, is present in the miting de avance promising to advance pro-worker policies if elected. #Halalan2022 | @ABSCBNNews",josiahvantonio,5/4/2022
"#Halalan2022 @EmmanuelpacJrjoins Team Pacquiao for a gathering in Historic Filipinotown in support of Manny Pacquiao’s Presidential Campihn. Several MP Promotions fighters also joined the crowd which included many members of the Pac-Man’s LA Entourage.",StevieAngeles,5/2/2022
Ka Leody concludes his miting de avance clenching their left fists with senatorial bets David D’Angelo and Roy Cabonegro. #Halalan2022 | @ABSCBNNews,josiahvantonio,5/4/2022
"Duterte says he has no presidential bet, even 'until December' #Halalan2022",ABSCBNNews,5/3/2022
"smni has a political leaning. Smni's creator, quiboloy, is a sexual predator. Any presidential contender would be justified in skipping the smni debate for those reasons alone. #halalanspace#Halalan2022 @francescatomg",333thrs,5/5/2022
"Still amazed that we are talking about Nikki Coseteng in 2022. Twenty-one (21) years after she last served as senator, and fifteen (15) years after her last senatorial run.And to top it off, we're taking about her in a positive light. #Halalan2022",DetectiveMask,5/6/2022
"If you were unable to join us for our roundtable discussion on the impact of social media on the 2022 Philippines Presidential Election:View our photo album here: https://bit.ly/3vD8TWmWatch our Tiktok video here: https://vt.tiktok.com/ZSd5bjx3f/#WorldPressFreedomDay #Halalan2022",asiacentre_org,5/4/2022
"“C'mon guys, don't we want a one-on-one between Marcos and Robredo? An hour of such debate will give us real insights into who should be president.” - Bobby Tiglao #halalan2022",momblogger,4/29/2022
I think he doesn't want to do the debate because it could lose him the election when everyone figures out he can't actually string a sentence together. Doesn't want to admit that so he frames it as if the #Philippines ppl are children who need protecting 🙄 #Halalan2022,Vpedrosa,4/29/2022
"TRUE, KA LEODY!! #HALALAN2022",wifeynichu,5/5/2022
"Manny Pacquiao is reckless to control. BBM must defeat him. PROUD LOYALISTA AKO#Halalan2022 #MitingDeAvance #BoycottFakeNews5",LebAckerman08,5/6/2022
"We can win this.There is hope. #Halalan2022",GullibleGizm0,5/3/2022
"INC's endorsement or backing is very vital for any aspiring Presidential Candidate to win the Election.#Fact #Halalan2022",Curls_yammy,5/3/2022
"Mocha Uson just clearly wants to DQ Jejomar Binay because she knew very well she can't win against him.#Halalan2022 #PHVote #Eleksyon2022",aning_original,5/5/2022
